"Toll Brothers - Space Statistics"
"User","apiselli@tollbrothers.com"
"Last refreshed","2025-05-02"
"Timeframe","Lifetime"

"Space name","Space Details URL","Parent folder name","Internal ID","Presented By","Contact name","Address","Public status","Deleted status","Created Date","Impressions","Visits","Unique Visitors"
"The Cabrillo Desert Contemporary","https://my.matterport.com/models/5LnLwXEcEoE","QMI - Staged Homes","Cabrillo-AZ 3CP, The Overlook at FireRock 3801","Toll Brothers","","15905 East Firerock Country Club Drive, Fountain Hills, AZ, 85268, US","Public","Not Deleted","2020-03-30","959","481","324"
"The Bucknell Country Manor","https://my.matterport.com/models/5qZ7Hns8ee4","Model Homes","Bucknell K09, Enclave at Ellis Preserve 3900","Toll Brothers","","200 Parris Boulevard, Newtown Square, PA, 19073, US","Public","Not Deleted","2018-01-24","55194","32838","18606"
"The Ashton Farmhouse","https://my.matterport.com/models/5RkFo3aBKJJ","Model Homes","Ashton 1YD, Regency at Holmdel 3505","Toll Brothers","","2 Langton Drive, Holmdel, NJ, 07733, US","Public","Not Deleted","2017-06-27","50813","32654","19204"
"The Julington Traditional","https://my.matterport.com/models/5uAtZtHs3g5","Archival to Deletion March 2025","Julington 38U, Julington Lakes - Ambassador Collection 3553","Toll Brothers","","81 Lake Mist Court, Saint Johns, FL, 32259, US","Not Public","Not Deleted","2016-01-21","62975","37370","17486"
"The Pennsylvania Design Studio","https://my.matterport.com/models/5uftbmimA4N","Design Studios","Pennsylvania Design Studio","Toll Brothers","","1777 Sentry Parkway West, Veva Building 14, Suite 100, Blue Bell, PA, 19422, US","Not Public","Not Deleted","2017-07-12","44985","31102","16978"
"The Denver Design Studio","https://my.matterport.com/models/5We3yZN9QaR","Design Studios","Colorado - Denver Design Studio","Toll Brothers","","550 East Thornton Parkway, Suite 200, Thornton, CO 80229, United States","Public","Not Deleted","2018-10-19","29631","19429","10729"
"The Madeira Craftsman","https://my.matterport.com/models/5WHCVDywooq","Archival to Deletion March 2025","Madeira 2QR, Lakeshore - Executive Collection 3546","Toll Brothers","","15781 Shorebird Lane, Winter Garden, Fl, 34787, US","Not Public","Not Deleted","2020-04-03","3324","1605","1029"
"The Cloverdale Craftsman","https://my.matterport.com/models/5Wx4XRLyfEz","Model Homes","Cloverdale 5K4, Sterling Grove - Sonoma Collection 4184","Toll Brothers","","11829 North San Clemente Street, Surprise, AZ, 85388, US","Public","Not Deleted","2020-01-07","13431","7702","4694"
"The Cortina Chateau","https://my.matterport.com/models/5ZS3h3wo1uJ","Model Homes","Cortina 3XU, Villa Lago at The Promontory 1763","Toll Brothers","","1580 Elmores Way, El Dorado Hills, CA, 95762, US","Not Public","Not Deleted","2017-02-01","21788","15456","8907"
"The Gardenia Spanish Colonial","https://my.matterport.com/models/614vQQ8GYDm","Archival to Deletion March 2025","Gardenia 2GM, Royal Cypress Preserve 3447","Toll Brothers","","10110 Royal Island Court, Orlando, FL, 32836, US","Not Public","Not Deleted","2017-06-11","45056","26928","17541"
"The Newcastle Italianate","https://my.matterport.com/models/66GNeVdoBNd","Model Homes","Newcastle 4UU, Oakcrest 4321","Toll Brothers","","4102 Willow Creek Way, Rocklin, CA, 95765, US","Public","Not Deleted","2019-03-05","191296","115873","61511"
"The Bently Desert Contemporary","https://my.matterport.com/models/6BvR6M5MTF7","Model Homes","Bently 5DL, TB at the Meadows - Laurel Collection 4405","Toll Brothers","","9740 West Wizard Lane, Peoria, AZ, 85383, US","Public","Not Deleted","2019-12-03","32328","20601","9864"
"The Valen Modern Farmhouse","https://my.matterport.com/models/6C9EiXGpJdi","Model Homes","Valen 3DG, Viridian 4400","Toll Brothers","","1345 Blue Lake Blvd, Arlington, TX, 76005, US","Public","Not Deleted","2019-01-19","25961","13029","6955"
"The Hayes Heritage","https://my.matterport.com/models/6D7WirZkjq7","Model Homes","Hayes 4C6, Loudoun Valley - The Carlisle 2393","Toll Brothers","","43022 Vernon Ridge Terrace, Ashburn, VA, 20148, US","Public","Not Deleted","2018-09-07","39739","23960","13022"
"The Davidson","https://my.matterport.com/models/6Fji4GSkA3o","Model Homes","Davidson 67S, Longwood Bluffs 7457","Sabal Homes, A Toll Brothers Company","","5047 West Creek Drive, Murrells Inlet, SC, 29576, US","Public","Not Deleted","2018-03-19","59119","34534","21257"
"The Costa Blanca Spanish Colonial","https://my.matterport.com/models/6L1KLxdcapA","Archived","Costa Blanca 35S, Toll Bros. at Rob. Ran. - The Terr. 3664","Toll Brothers","","4726 Chase Court, Carlsbad, CA, 92010, US","Not Public","Not Deleted","2016-10-20","13939","10157","5796"
"The Hollister Country Manor","https://my.matterport.com/models/6N6TN4rw5Kf","Archived","Hollister 1XZ, High Pointe at St. Georges - Estate 2935","Toll Brothers","","1011 Matthew Way, New Castle, DE, 19720, US","Not Public","Not Deleted","2016-04-29","234614","134799","71614"
"The Gramercy Farmhouse","https://my.matterport.com/models/6pF21PtQ7Uh","Model Homes","Gramercy 5D4, Regency at Caramella Ranch - Glenwood 4027","Toll Brothers","","2433 Ivory Sage Drive, Reno, NV, 89521, US","Public","Not Deleted","2020-03-29","2935","1888","1053"
"The Woodson Tuscan","https://my.matterport.com/models/6rfKRzsPqDe","Model Homes","Woodson 3DU, Madison at Parkside 3921","Toll Brothers","","25 Zion Drive, Lake Forest, CA, 92630, US","Public","Not Deleted","2017-03-31","5598","3934","2454"
"The Hartigan","https://my.matterport.com/models/6uE6fzDdbc3","QMI - Unstaged Homes","Hartigan 4XL, Lenah Mill - The Parker 4606","Toll Brothers","","25012 Striped, Maple Aldie, VA, 20175, US","Public","Not Deleted","2020-04-04","10435","7389","5232"
"The Bancroft Traditional","https://my.matterport.com/models/6UjjKjwsEZU","Model Homes","Bancroft 1RP, Toll Brothers at Inspiration - Broomfield 3838","Toll Brothers","","8363 South Winnipeg Court, Aurora, CO, 80016, US","Public","Not Deleted","2016-06-30","92595","57883","33573"
"The Warhol Modern Farmhouse","https://my.matterport.com/models/6uqVNKuTQHj","Model Homes","Warhol 59G, Arden 4299","Toll Brothers","","1367 Tate Modern Lane, Great Falls, VA, 22066, US","Public","Not Deleted","2020-04-04","165526","115447","66470"
"The Pineridge Mission","https://my.matterport.com/models/6xh3647iQXS","Archived","Pineridge (NV) 3C0 , Toll Bros. at Inspirada - Brunello 1918","Toll Brothers","","3084 Amoruccio Court, Henderson, NV, 89044, US","Not Public","Not Deleted","2016-12-19","61853","39359","19733"
"The Miramonte Chateau","https://my.matterport.com/models/6xs9HJSSLGn","Model Homes","Miramonte 2LJ, Cordova at Gale Ranch 3649","Toll Brothers","","2004 Trefoil Road, San Ramon, CA, 94582, US","Not Public","Not Deleted","2017-02-10","8254","5206","3006"
"The Cielo Italiante","https://my.matterport.com/models/6zE5wfZjJhq","Model Homes","Cielo 3EG, Bella Vista at Orchard Hills 3946","Toll Brothers","","100 Boulder Pass, Irvine, CA, 92602, US","Public","Not Deleted","2017-08-26","29527","21982","11791"
"The Elliot","https://my.matterport.com/models/71BKuKpRpyQ","Model Homes","Elliot 67T, Clear Pond 7456","Sabal Homes, A Toll Brothers Company","","6101 Chadderton Circle, Myrtle Beach, SC, 29759, US","Public","Not Deleted","2018-03-19","7586","4226","2580"
"The Catania Mediterranean","https://my.matterport.com/models/7bssTtwbT8P","Archived","Catania 1R3, Montecito 3548","Toll Brothers","","286 Evante Street, Las Vegas, NV, 89138, US","Not Public","Not Deleted","2016-12-22","10408","5628","3751"
"The Somerset Spanish","https://my.matterport.com/models/7e7CycyfNse","Model Homes","Somerset 3N9, The Knolls at Tassajara Hills 3884","Toll Brothers","","7371 Colton Hills Drive, Dublin, CA, 94568, US","Public","Not Deleted","2018-02-14","55782","35527","19205"
"The Berwick Fairview","https://my.matterport.com/models/7HSYt9D8XmC","Model Homes","Berwick 4DZ, Reg. at S. Whitehall - Villas Col. 3799","Toll Brothers","","1676 Valley View Drive, Allentown, PA 18104, United States","Public","Not Deleted","2018-10-24","75526","44478","23498"
"The Aston Chateau","https://my.matterport.com/models/7Kb1zhM3wpD","Archived","Aston 2JZ, Somerset Green 3571","Toll Brothers","","711 Somerset Commons Lane, Houston, TX, 77055, US","Not Public","Not Deleted","2015-10-28","11073","5602","3860"
"The Longview Classic","https://my.matterport.com/models/7Kpuwoukkp3","Model Homes","Longview 36P, Ridgeview Crossing - The Executives 6025","Toll Brothers","","2462 Electra Dr, Allen, TX, 75013, US","Public","Not Deleted","2020-01-28","80102","40801","25624"
"The Escena Farmhouse","https://my.matterport.com/models/7Mh55s3or7i","Model Homes","Escena 2GQ, TB at the Meadows - Acacia Collection 4403","Toll Brothers","","9780 West Wizard Lane, Peoria, AZ, 85383, US","Public","Not Deleted","2019-10-23","73308","44203","23414"
"The Cressida Modern","https://my.matterport.com/models/7MK5hknZYNz","Model Homes","Cressida 3Q9, Westcliffe at Porter Ranch - Cascades 3962","Toll Brothers","","20340 W Aberdeen Lane, Northridge, CA, 91326, US","Public","Not Deleted","2017-11-14","82377","57320","30811"
"The Calaveras Tuscan","https://my.matterport.com/models/7mTBQLWVkB8","Model Homes","Calaveras 3DL, Arlington at Parkside 3920","Toll Brothers","","195 Pinnacle Drive, Lake Forest, CA, 92630, US","Public","Not Deleted","2017-03-30","10968","7695","5250"
"The Bradbury Williamsburg","https://my.matterport.com/models/7neqSLdzrAn","Archived","Bradbury 139, Marlboro Ridge - The Meadows 1463","Toll Brothers","","4415 Grazing Way, Upper Marlboro, MD, 20772, US","Not Public","Not Deleted","2016-04-06","55480","36438","18149"
"The Mt. Bachelor with Basement Shingle","https://my.matterport.com/models/7oGAwY7RHxq","Model Homes","Mt. Bachelor with Bsmt 5DX, TB at Thomp. Woods 4489","Toll Brothers","","12225 NW Fernleaf Lane, Portland, OR, 97229, US","Public","Not Deleted","2019-10-20","11674","7335","4340"
"The Almeria Tuscan","https://my.matterport.com/models/7qbQRsVeLQU","Model Homes","Almeria 4HV, Catalina at Stonebrook 4211","Toll Brothers","","7938 Blue Earth Drive, Sparks, NV, 89436, US","Public","Not Deleted","2019-05-10","18231","10175","6783"
"The Florina II Tuscan","https://my.matterport.com/models/7szqxJjQow9","Model Homes","Florina II 33T, Posante at Gale Ranch 3655","Toll Brothers","","5051 Ivyleaf Springs Road, San Ramon, CA, 94582, US","Not Public","Not Deleted","2017-02-09","5771","3862","1925"
"The Rosslyn Modern Farmhouse","https://my.matterport.com/models/7Wu53e1DhyA","Model Homes","Rosslyn 4CQ, Lenah Mill - The Estates 1773","Toll Brothers","","41497 Lavender Breeze Circle, Aldie, VA, 20105, US","Public","Not Deleted","2019-11-27","817","548","275"
"The Sofia Manor","https://my.matterport.com/models/7zAL8AZX8za","Archived","Sofia 34L, Toll Bros. at Robertson Ranch - The Vistas 3663","Toll Brothers","","2495 Wellspring Street, Carlsbad, CA, 92010, US","Not Public","Not Deleted","2016-06-07","11312","8030","4291"
"The Avondale Modern Ranch","https://my.matterport.com/models/82KwbyTBsJJ","QMI - Unstaged Homes","Avondale 5D6, Regency at Caram. Ranch - May. Col. 4028","Toll Brothers","","2526 Titanium Crest Drive, Reno, NV, 89521, US","Public","Not Deleted","2020-03-31","710","442","252"
"The Bianca Chateau","https://my.matterport.com/models/84m96VwsvCn","Model Homes","Bianca 3UW, Solano at Altair 3956","Toll Brothers","","56 Kiwi, Irvine, CA, 92618, US","Public","Not Deleted","2017-12-16","37179","28900","15662"
"Residence PH2","https://my.matterport.com/models/84wuTo9GF6m","91 Leonard","91 Leonard 4323","Toll Brothers City Living","","91 Leonard Street, New York, NY, 10013, US","Public","Not Deleted","2019-11-22","14788","12552","7796"
"The Marshall Heritage","https://my.matterport.com/models/84X8nD47mP2","Archived","Marshall 0EQ, Regency at Monroe 441","Toll Brothers","","52 Country Club Drive, Monroe Township, NJ, 08831, US","Not Public","Not Deleted","2015-09-17","21691","13126","8481"
"The Fresco Tuscan","https://my.matterport.com/models/84yUgaJsQFJ","Model Homes","Fresco 3NW, Alita at Gale Ranch 3969","Toll Brothers","","2009 Elderberry Drive, San Ramon, CA, 94582, US","Public","Not Deleted","2017-08-04","19566","13550","7812"
"The Windward Contemporary","https://my.matterport.com/models/8ACW623kokE","Model Homes","Windward 56R, Harbor View at Pacifica San Juan 4346","Toll Brothers","","26372 Paseo Lluvia, San Juan Capistrano, CA, 92675, US","Public","Not Deleted","2020-01-04","26284","15177","8979"
"The Brookshire Devonshire","https://my.matterport.com/models/8ApA6FBvRdn","Archived","Brookshire 3D5, Sierra Creek at Bella Vista Ranch 3913","Toll Brothers","","9530 Baldacci Court, Reno, NV, 89521, US","Not Public","Not Deleted","2017-07-28","15325","10013","5834"
"The Crawford Farmhouse","https://my.matterport.com/models/8bfQZtH8G48","Model Homes","Crawford 5JB, TB at Trailside on Harmony 4413","Toll Brothers","","5601 Jedidiah Drive, Timnath, CO, 80547, US","Public","Not Deleted","2019-10-29","75646","43561","25245"
"The Sarona Modern Farmhouse","https://my.matterport.com/models/8fan2hEm8aJ","Archived","Sarona 5B2, Ridgeline at Caram. Ranch - Edgeworth Col. 4029","Toll Brothers","","3004 Desert Olive Drive, Reno, NV, 89521, US","Not Public","Not Deleted","2020-03-28","819","438","272"
"The Costellana Craftsman","https://my.matterport.com/models/8GX7aELpPZH","Model Homes","Costellana 41N, Dorada Estates 3434","Toll Brothers","","17673 East Bronco Drive, Queen Creek, AZ, 85142, US","Not Public","Not Deleted","2017-02-27","19031","12944","6919"
"The Moreno Spanish","https://my.matterport.com/models/8o7jZ1hFFyq","Model Homes","Moreno 48Z, Hillcrest at Porter Ranch - Beacon Col. 3695","Toll Brothers","","20636 West Bluebird Court, Northridge, CA, 91326, US","Public","Not Deleted","2018-08-11","67551","47341","24069"
"The Yuma Farmhouse","https://my.matterport.com/models/8RjtM9qnBMB","Archived","Yuma 0KX, The Hills at Parker 2988","Toll Brothers","","21962 East Idyllwilde Drive, Parker, CO, 80138, US","Not Public","Not Deleted","2015-08-19","35809","22515","11818"
"The Parkhill Monterey","https://my.matterport.com/models/8TmsdGWGbpY","Model Homes","Parkhill 3N8, The Knolls at Tassajara Hills 3884","Toll Brothers","","7375 Colton Hills Drive, Dublin, CA, 94568, US","Public","Not Deleted","2018-02-14","54723","34075","18117"
"The Sofia Manor","https://my.matterport.com/models/8uZj1H4LEH9","Archived","Sofia 34L, Toll Bros. at Robertson Ranch - The Vistas 3663","Toll Brothers","","2495 Wellspring Street, Carlsbad, CA, 92010, US","Not Public","Not Deleted","2016-05-26","348","287","167"
"The Bellevue Classic","https://my.matterport.com/models/8WKqjvCGaLy","Archived","Bellvue 0KW, The Enclave at Kechter Farm 3453","Toll Brothers","","6103 Eagle Roost Drive, Fort Collins, CO, 80528, US","Not Public","Not Deleted","2015-08-20","30115","18559","11428"
"The Dakota Craftsman","https://my.matterport.com/models/8Xc83LhatSa","Model Homes","Dakota 5KF, Bartram Ranch 4507","Toll Brothers","","50 Morning Mist Lane, St. Johns, FL, 32259, US","Public","Not Deleted","2020-03-29","67457","36324","23008"
"The Blackwell Farmhouse","https://my.matterport.com/models/97QAJLB9N4W","Archival to Deletion March 2025","Blackwell 58X, Parkview Place 4396","Toll Brothers","","3623 Voyager Lane, Sanford, FL, 32773, US","Not Public","Not Deleted","2019-06-07","37361","18894","12327"
"The Landry Manor","https://my.matterport.com/models/982Rkftdkgi","QMI - Unstaged Homes","Landry 5CU, Sienna - Select Collection 4639","Toll Brothers","","1815 Camille Park Drive, Missouri City, TX, 77459, US","Public","Not Deleted","2020-03-27","262","156","98"
"The Smith","https://my.matterport.com/models/99HHUufVTmP","QMI - Unstaged Homes","Smith 4H0, Valley & Park 4144","Toll Brothers","","11710 Paysons Way, Reston, VA, 20191, US","Public","Not Deleted","2020-04-02","1412","943","547"
"The Agua Fria Grand Desert Contemporary","https://my.matterport.com/models/9aLgcpijS3b","Model Homes","Agua Fria Grand 3CN, The Overlook at FireRock 3801","Toll Brothers","","15953 East Ridgestone Drive, Fountain Hills, AZ, 85268, US","Not Public","Not Deleted","2017-04-07","44943","28066","18245"
"The Fiora Desert Prairie","https://my.matterport.com/models/9AYFhfypKp2","Model Homes","Fiora 2GP, Legacy at Seville","Toll Brothers","","3867 East Alameda Lane, Gilbert, AZ, 85298, US","Public","Not Deleted","2018-07-30","15697","11003","6032"
"The Orion Heritage","https://my.matterport.com/models/9dK5yFE1zWY","Model Homes","Orion 72R, Vista Point at Southshore 4077","Toll Brothers","","27391 E. Lakeview Drive, Aurora, CO, 80016, US","Public","Not Deleted","2020-03-04","5128","3372","1865"
"The Juniper Mediterranean","https://my.matterport.com/models/9EWQ11MhQDy","Model Homes","Juniper (TX) 36L, Cinco Ranch - Enclave at Ridge. 4108","Toll Brothers","","2731 Hannah Meadow Lane, Katy, TX, 77494, US","Public","Not Deleted","2018-01-12","253035","153839","90434"
"The Torino Mediterranean","https://my.matterport.com/models/9FF9WyvxPJJ","Model Homes","Torino 3NY, Alita at Gale Ranch 3969","Toll Brothers","","2001 Elderberry Drive, San Ramon, CA, 94582, US","Public","Not Deleted","2017-08-04","25183","19305","10203"
"The Rosana Chateau","https://my.matterport.com/models/9FguQiYeZ9i","Model Homes","Rosana 3P1, Carmela at Gale Ranch 3652","Toll Brothers","","2033 Elderberry Drive, San Ramon, CA, 94582, US","Public","Not Deleted","2017-12-09","34072","25903","13785"
"The Bianca Tuscan","https://my.matterport.com/models/9GUVjMPT31t","QMI - Unstaged Homes","Bianca 3UW, Solano at Altair 3956","Toll Brothers","","66 Kiwi, Irvine, CA, 92679, US","Public","Not Deleted","2020-03-30","360","294","194"
